wavenumbercm-1	lambda_air	lambda_vac	intens	element	ionization_state	source
21142.023	4728.593564	4729.91633771281	2.092	Th	I	L
21139.6322	4729.128367	4730.451270576032	3.937	Th	I	L
21136.2737	4729.879829	4731.202927221745	2.874	Th	II	L
21135.3249	4730.09216	4731.415318815373	2.679	Th	I	L
21131.8	4730.88117	4732.204544809245	2.606	Th	II	L
21126.5625	4732.054032	4733.377708749353	4.118	Ar	II	L
21117.6746	4734.045668	4735.369868801748	2.707	Th	I	L
21100.4142	4737.918238	4739.243459969615	2.609	Th	I	L
21092.5857	4739.676734	4741.002427217826	3.711	Th	I	L
21081.7295	4742.117501	4743.443843162868	3.354	Th	I	L
21050.2914	4749.199831	4750.528061573533	4.041	Th	I	L
21036.0547	4752.414027	4753.743105640431	3.981	Th	II	L
20997.6347	4761.109795	4762.441171528715	2.904	Th	II	L
20994.322	4761.861061	4763.192638466724	2.156	Th	II	L
20991.3958	4762.524882	4763.8566273901615	2.546	Th	II	L
20983.3706	4764.346347	4765.6785893111	3.874	Th	I	L
20977.8707	4765.595474	4766.928037172047	3.426	Th	I	L
20973.4451	4766.601069	4767.933905145607	4.11	Th	I	L
20971.8577	4766.96186	4768.294799177471	1.993	Th	II	L
20935.1793	4775.313691	4776.648843891201	3.234	Th	I	L
20933.0725	4775.794315	4777.129587641757	3.311	Th	I	L
20930.7637	4776.321138	4777.6565362495585	2.226	Th	I	L
20926.9493	4777.191733	4778.527369968828	3.295	Th	I	L
20911.3693	4780.751025	4782.087608198857	2.933	Th	I	L
20902.5805	4782.761194	4784.098307862037	3.107	Th	II	L
20893.102	4784.931003	4786.268692892037	1.961	Th	II	L
20886.1198	4786.530632	4787.868735675834	3.41	Th	I	L
20883.4284	4787.147499	4788.4857833017495	3.665	Th	I	L
20873.6664	4789.386339	4790.725217300589	4.188	Th	I	L
20869.0859	4790.437579	4791.776720800215	2.529	Th	II	L
20856.8635	4793.24488	4794.584765825408	3.215	Th	I	L
20853.9934	4793.904562	4795.244636454138	2.402	Th	I	L
20845.2567	4795.913819	4797.254427670348	3.322	Th	I	L
20826.7678	4800.171433	4801.51317575068	2.96	Th	II	L
20822.9498	4801.051591	4802.393559052811	2.197	Th	I	L
20815.9277	4802.671208	4804.013611173333	2.385	Th	I	L
20810.3622	4803.955663	4805.2983912024365	2.494	Th	II	L
20785.8771	4809.614655	4810.958879382578	4.099	Th	I	L
20773.9498	4812.376111	4813.721076768945	3.195	Th	I	L
20753.9197	4817.020718	4818.366913118586	2.926	Th	I	L
20748.4296	4818.295327	4819.641868221198	2.035	Th	I	L
20746.9116	4818.647871	4819.994509447854	2.871	Th	II	L
20744.5641	4819.193168	4820.539950511662	3.233	Th	I	L
20737.2842	4820.884994	4822.232218816773	3.985	Th	I	L
20725.5876	4823.605718	4824.953672242325	3.906	Th	I	L
20723.9079	4823.996682	4825.344741085247	3.61	Th	I	L
20721.1051	4824.64921	4825.99743196129	2.348	Th	II	L
20703.8935	4828.660096	4830.0093892967525	2.256	Th	I	L
20699.0204	4829.796917	4831.146501986152	3.17	Th	I	L
20693.3477	4831.120944	4832.470871786492	4.316	Th	I	L
20691.307	4831.597425	4832.947478861533	3.871	Th	I	L
20688.8898	4832.161917	4833.512139447907	1.651	Th	I	L
20665.224	4837.695793	4839.047474152712	1.894	Th	II	L
20651.7901	4840.84274	4842.195253572716	4.539	Th	I	L
20633.3758	4845.163006	4846.516680997977	3.394	Th	I	L
20624.1663	4847.32661	4848.680840980224	2.738	Th	I	L
20619.7588	4848.362742	4849.717252754674	4.171	Th	I	L
20613.3844	4849.862041	4851.216959792396	3.381	Th	I	L
20610.9288	4850.439875	4851.79493706271	3.689	Th	II	L
20577.4456	4858.332526	4859.689678878315	3.147	Th	II	L
20560.0932	4862.432943	4863.791181646979	1.985	Th	I	L
20532.8661	4868.880725	4870.240691824314	3.569	Th	I	L
20522.7169	4871.28859	4872.649195877179	3.597	Th	I	L
20509.7676	4874.364234	4875.725651810896	3.846	Th	I	L
20500.8047	4876.495337	4877.857306742696	3.128	Th	I	L
20494.4414	4878.00946	4879.371828109451	3.918	Th	I	L
20491.4014	4878.733135	4880.095706875373	4.423	Th	I	L
20481.026	4881.204677	4882.567894791989	3.543	Th	I	L
20479.3779	4881.597495	4882.960824703567	2.375	Th	I	L
20478.302	4881.85397	4883.2173683150095	2.904	Th	I	L
20476.6671	4882.243739	4883.607254620065	3.166	Ar	II	L
20456.3437	4887.094321	4888.459123807154	2.204	Th	I	L
20451.4574	4888.261987	4889.627083495771	2.396	Ar	II	L
20446.3197	4889.490314	4890.855736741708	3.182	Th	I	L
20444.7836	4889.857693	4891.223206686326	2.37	Th	II	L
20437.2499	4891.660229	4893.0262383296495	2.513	Th	I	L
20432.6576	4892.759664	4894.125960393914	3.286	Th	I	L
20429.7951	4893.445228	4894.811695884312	3.123	Th	I	L
20428.7086	4893.70548	4895.072026236646	2.064	Th	I	L
20390.8439	4902.792955	4904.161911611711	3.162	Th	I	L
20369.1585	4908.012642	4909.382977210374	1.957	Th	I	L
20364.1875	4909.210714	4910.581382144513	2.008	Th	I	L
20360.2634	4910.156909	4911.52781451737	3.63	Th	I	L
20358.6393	4910.548612	4911.91962912767	2.461	Th	I	L
20350.4344	4912.528468	4913.900019746016	3.338	Th	II	L
20338.4775	4915.416563	4916.788879600255	2.469	Th	I	L
20320.2903	4919.816059	4921.1895363522435	4.365	Th	II	L
20289.428	4927.299697	4928.675170142796	2.944	Th	I	L
20282.0764	4929.085714	4930.461656282884	3.009	Th	I	L
20278.371	4929.986413	4931.362583315988	2.782	Th	II	L
20265.1216	4933.209697	4934.586723624693	3.922	Ar	II	L
20240.2553	4939.270487	4940.649142898904	2.687	Th	I	L
20238.7347	4939.641603	4941.020349458901	4.139	Th	I	L
20231.4686	4941.41569	4942.794909115001	2.681	Th	I	L
20224.7244	4943.063499	4944.44314900034	4.058	Th	I	L
20210.0086	4946.662819	4948.043416468412	3.719	Th	II	L
20195.3582	4950.251328	4951.632895523488	2.956	Th	I	L
20193.8284	4950.626354	4952.0080105266225	3.33	Th	II	L
20185.4132	4952.690263	4954.072478437053	2.797	Th	I	L
20180.3584	4953.930837	4955.313380360975	2.129	Th	I	L
20163.4002	4958.097352	4959.48099071108	2.774	Th	I	L
20150.0481	4961.382796	4962.7673097217075	2.269	Th	I	L
20148.6519	4961.726585	4963.111204477159	3.155	Th	I	L
20142.7173	4963.188471	4964.573473907614	2.834	Th	II	L
20132.3992	4965.732215	4967.117878330169	3.563	Th	I	L
20125.9101	4967.333293	4968.7194021601035	1.827	Th	I	L
20120.149	4968.755634	4970.14211972287	3.196	Th	II	L
20091.0645	4975.948676	4977.337064444743	2.536	Th	II	L
20073.9709	4980.185897	4981.575419141412	3.558	Th	I	L
20070.8906	4980.950241	4982.339946589117	2.884	Th	II	L
20064.7004	4982.486931	4983.8770580397	3.82	Th	I	L
20053.0889	4985.372021	4986.762912121733	4.132	Th	I	L
20050.7732	4985.947784	4987.338842374418	2.721	Th	I	L
20049.2143	4986.335483	4987.726626274826	1.919	Th	II	L
20045.953	4987.146715	4988.538085467924	2.874	Th	II	L
20037.2681	4989.308372	4990.700304099839	3.624	Th	I	L
20025.9609	4992.125491	4993.518188682771	2.643	Th	I	L
20023.9234	4992.633479	4994.026295566033	2.477	Th	I	L
20019.4498	4993.749146	4995.142274089871	3.394	Th	I	L
20018.0196	4994.105932	4995.499155171174	2.872	Th	I	L
20005.1247	4997.325079	4998.7191531977805	1.835	Th	II	L
19994.6612	4999.940293	5001.33505637995	2.653	Th	II	L
19993.4363	5000.246624	5001.641463703765	2.698	Th	I	L
19986.039	5002.097356	5003.492688070908	4.55	Th	I	L
19982.8529	5002.894914	5004.29045344171	2.21	Th	I	L
19980.0422	5003.598696	5004.99443389564	3.227	Th	I	L
19970.5515	5005.976613	5007.372981161787	2.228	Th	I	L
19961.7267	5008.189708	5009.58667067614	2.305	Th	II	L
19957.1617	5009.335298	5010.732563238188	3.971	Ar	II	L
19952.8521	5010.41729	5011.814827214602	2.487	Th	I	L
19948.6292	5011.477936	5012.875771935247	2.65	Th	I	L
19937.8633	5014.184036	5015.5825875283235	2.027	Th	I	L
19936.8108	5014.448752	5015.847369128868	2.105	Th	I	L
19928.5181	5016.535411	5017.934574874385	2.911	Th	I	L
19915.5337	5019.806082	5021.206135188835	3.969	Th	I	L
19909.7956	5021.252837	5022.653271236998	2.581	Th	I	L
19900.9629	5023.481477	5024.882489479944	2.55	Th	I	L
19900.0638	5023.708441	5025.109517488079	3.0	Th	I	L
19891.541	5025.860934	5027.26259368241	1.97	Th	II	L
19879.0789	5029.011667	5030.4141606883	2.804	Th	I	L
19876.6352	5029.629949	5031.032616627184	2.708	Th	II	L
19875.6013	5029.891591	5031.294323659028	3.661	Th	I	L
19862.0956	5033.311842	5034.715470808629	1.81	Th	II	L
19848.62	5036.729092	5038.133633471748	2.622	Th	I	L
19838.7674	5039.230522	5040.6357403031	4.311	Th	I	L
19837.6019	5039.526601	5040.931888042374	3.066	Th	I	L
19821.9124	5043.515543	5044.9219016829065	2.69	Th	I	L
19818.6607	5044.343079	5045.749635342412	1.929	Th	I	L
19815.1048	5045.248316	5046.655115344129	3.603	Th	I	L
19808.0559	5047.043744	5048.451019365308	3.964	Th	I	L
19806.5551	5047.426158	5048.833555109237	2.637	Th	II	L
19793.3865	5050.784272	5052.192559368252	3.995	Th	I	L
19791.2017	5051.34185	5052.750283475712	2.066	Th	II	L
19789.0597	5051.888619	5053.297201382438	3.573	Th	I	L
19785.2656	5052.857397	5054.266241439792	1.66	Th	I	L
19765.2033	5057.986289	5059.396479873293	3.574	Th	II	L
19757.8804	5059.860949	5061.271653410758	3.816	Th	I	L
19750.8732	5061.656103	5063.067287576936	3.309	Th	I	L
19745.8944	5062.932389	5064.343907359294	3.067	Th	I	L
19743.6239	5063.514632	5064.926302612562	3.419	Th	I	L
19739.3861	5064.601734	5066.01367911842	4.121	Th	I	L
19738.0487	5064.944882	5066.356939326024	4.162	Th	I	L
19737.0856	5065.192056	5066.604159633376	3.913	Th	I	L
19733.4104	5066.135402	5067.547776739088	3.525	Th	I	L
19730.9109	5066.777182	5068.189730662663	3.241	Th	I	L
19729.5067	5067.137803	5068.550446828962	3.189	Th	I	L
19720.9561	5069.334846	5070.748065810055	2.84	Th	I	L
19716.6116	5070.451884	5071.865390907229	2.053	Th	I	L
19700.3133	5074.646784	5076.061404566596	2.688	Th	I	L
19697.132	5075.466404	5076.881243421631	2.555	Th	II	L
19692.7618	5076.592766	5078.007900344379	1.741	Th	II	L
19682.8874	5079.13959	5080.555406723508	1.999	Th	II	L
19673.9522	5081.446377	5082.862811875694	3.312	Th	I	L
19669.3967	5082.623269	5084.040020403879	2.554	Th	I	L
19660.2256	5084.994251	5086.411622865609	3.101	Th	I	L
19656.9573	5085.83971	5087.257324407985	2.158	Th	I	L
19640.6907	5090.051923	5091.4706375372025	2.894	Th	I	L
19615.8997	5096.484919	5097.905348690175	4.005	Th	I	L
19611.4348	5097.645229	5099.0659796089985	1.671	Th	I	L
19609.9033	5098.043343	5099.464207964757	3.391	Th	II	L
19598.0398	5101.129448	5102.55112350573	3.347	Th	I	L
19576.7872	5106.667313	5108.090463383083	2.278	Th	I	L
19565.0438	5109.732496	5111.156459562845	2.74	Th	I	L
19559.1287	5111.277808	5112.702182894272	3.578	Th	I	L
19544.7257	5115.044494	5116.469861738709	4.338	Th	I	L
19516.2806	5122.499794	5123.927148290746	3.02	Th	I	L
19504.8963	5125.489648	5126.917798583733	2.944	Th	I	L
19493.4838	5128.490403	5129.919363105326	3.529	Th	I	L
19486.8569	5130.234482	5131.663895987249	2.561	Th	I	L
19469.7337	5134.746459	5136.177080840093	3.862	Th	I	L
19459.3975	5137.473905	5138.905251305957	3.32	Th	I	L
19430.7911	5145.037484	5146.470850587242	3.106	Th	II	L
19429.7673	5145.30861	5146.742030204346	3.867	Ar	II	L
19426.947	5146.055581	5147.489206615945	2.808	Th	I	L
19418.8112	5148.211631	5149.645823839103	3.047	Th	II	L
19415.0576	5149.206958	5150.641427919328	2.854	Th	I	L
19396.0917	5154.242014	5155.677831735555	4.216	Th	I	L
19379.6882	5158.604754	5160.041738958421	4.606	Th	I	L
19368.6694	5161.539521	5162.97727710712	3.792	Th	I	L
19365.8694	5162.285814	5163.723762383733	3.744	Ar	I	L
19361.4728	5163.458074	5164.896339910671	4.16	Th	I	L
19352.7966	5165.772981	5167.211854022173	3.197	Ar	II	L
19342.2639	5168.585992	5170.025624559904	2.943	Th	I	L
19323.2495	5173.672033	5175.113016058712	3.283	Th	I	L
19317.0771	5175.325212	5176.766623766284	3.595	Th	I	L
19314.8878	5175.911809	5177.353398863647	3.015	Th	I	L
19305.3055	5178.480954	5179.923208156431	2.813	Th	I	L
19302.832	5179.144518	5180.586972937443	2.185	Th	I	L
19296.9565	5180.721481	5182.164348041101	2.587	Th	I	L
19284.789	5183.990252	5185.433970783916	2.952	Th	II	L
19283.0639	5184.454017	5185.897869684495	3.079	Th	I	L
19275.7804	5186.413027	5187.857400575076	3.199	Th	I	L
19268.5248	5188.366006	5189.810898237524	2.482	Th	II	L
19259.2257	5190.871176	5192.316739919612	3.167	Th	II	L
19245.93	5194.457234	5195.903757313884	3.776	Th	I	L
19240.907	5195.813306	5197.260191528393	4.168	Th	I	L
19235.6411	5197.235729	5198.682980210106	2.808	Th	I	L
19217.9901	5202.009251	5203.457774702465	2.817	Th	I	L
19206.3835	5205.152904	5206.602273665941	3.284	Th	I	L
19189.529	5209.724726	5211.17532379247	3.75	Th	I	L
19183.9839	5211.230608	5212.681605722157	4.402	Th	I	L
19179.8731	5212.347549	5213.798833736809	2.023	Th	I	L
19178.641	5212.682412	5214.133785600346	1.978	Th	I	L
19164.2509	5216.59658	5218.048987242179	3.567	Th	II	L
19157.1587	5218.527844	5219.98076886005	3.028	Th	II	L
19155.0209	5219.11026	5220.5633458745015	4.085	Th	I	L
19148.3539	5220.927451	5222.381021483001	3.273	Th	I	L
19144.9252	5221.862481	5223.316307341854	2.507	Ar	II	L
19143.4571	5222.262956	5223.716880270284	2.217	Th	I	L
19121.6281	5228.224679	5229.680206990323	3.368	Th	I	L
19118.8112	5228.994997	5230.450730116525	2.755	Th	I	L
19113.3086	5230.500431	5231.956543620083	2.189	Ar	II	L
19103.3562	5233.225429	5234.682270123823	3.27	Th	II	L
19088.7395	5237.232668	5238.690590334684	1.899	Th	I	L
19087.3001	5237.627634	5239.085647320021	2.081	Th	II	L
19082.9811	5238.813071	5240.271395542072	3.907	Th	I	L
19077.9435	5240.196395	5241.655108161946	3.468	Th	II	L
19071.0538	5242.089528	5243.548733526199	2.445	Th	II	L
19068.898	5242.682167	5244.14153350655	1.871	Th	I	L
19050.8285	5247.654859	5249.115543715067	4.086	Th	II	L
19043.9671	5249.545574	5251.006761086034	2.384	Ar	II	L
19039.1535	5250.87281	5252.33435404573	3.194	Th	I	L
19018.5444	5256.562889	5258.0259507136625	2.286	Ar	II	L
19012.0442	5258.360132	5259.823664832423	4.445	Th	I	L
19006.9268	5259.775891	5261.239812845493	2.728	Th	I	L
19005.7396	5260.104444	5261.568457983082	3.694	Th	I	L
18981.9017	5266.710292	5268.176054246452	4.13	Th	I	L
18980.2668	5267.163945	5268.629838227564	2.608	Ar	II	L
18960.5397	5272.644123	5274.111474790983	2.328	Th	II	L
18959.5224	5272.92704	5274.394464704448	3.48	Th	I	L
18955.2387	5274.118669	5275.586426669477	3.861	Th	I	L
18952.2664	5274.945847	5276.413801359398	1.799	Th	I	L
18947.013	5276.408426	5277.876781949746	2.599	Th	II	L
18944.3647	5277.146034	5278.614595083255	3.258	Th	I	L
18930.2943	5281.068457	5282.538053304327	3.816	Th	I	L
18928.2864	5281.628674	5283.098421418645	2.801	Ar	II	L
18917.8513	5284.542059	5286.012582200601	2.105	Th	II	L
18909.4608	5286.88695	5288.358090041362	2.949	Ar	II	L
18891.8456	5291.81662	5293.289079178161	3.411	Th	I	L
18884.7254	5293.811852	5295.284833741877	2.515	Ar	II	L
18883.8175	5294.066369	5295.539421517921	2.049	Th	I	L
18882.6384	5294.396938	5295.870094086004	3.613	Th	I	L
18880.1721	5295.08854	5296.561888861172	2.693	Th	I	L
18871.9071	5297.407579	5298.881531692152	2.45	Th	I	L
18868.7909	5298.282447	5299.756647364194	3.896	Th	I	L
18867.8014	5298.560336	5300.034586965708	2.92	Th	I	L
18865.9478	5299.080921	5300.55532115911	2.109	Ar	II	L
18860.8142	5300.523253	5301.998044177753	3.568	Th	I	L
18857.6791	5301.404493	5302.879504403063	2.696	Th	II	L
18726.156	5338.639308	5340.124262555541	2.175	Th	I	L
18719.6385	5340.498065	5341.983500375822	2.839	Th	I	L
18708.8378	5343.581173	5345.067452559773	4.451	Th	I	L
18705.5363	5344.524321	5346.0108492051095	2.283	Ar	II	L
18699.0511	5346.377927	5347.864951286218	2.76	Th	II	L
18693.4783	5347.971782	5349.459228248603	3.488	Th	I	L
18689.8664	5349.005334	5350.493035092	2.905	Th	I	L
18685.6746	5350.205297	5351.693323397594	1.885	Th	I	L
18682.4566	5351.126857	5352.615137347622	3.407	Th	I	L
18670.3339	5354.601394	5356.090605321204	3.178	Th	I	L
18666.7268	5355.636115	5357.12559954539	3.024	Th	I	L
18656.0283	5358.707408	5360.1977008150225	2.814	Th	I	L
18652.1333	5359.826437	5361.3170349795855	2.957	Th	I	L
18651.0091	5360.149511	5361.640191361013	3.836	Th	I	L
18647.5102	5361.155263	5362.646215364451	3.273	Th	I	L
18643.6894	5362.253974	5363.745225234229	2.598	Th	II	L
18642.5725	5362.575235	5364.0665739666565	3.471	Th	I	L
18628.2158	5366.708196	5368.20064109414	2.02	Th	I	L
18614.3382	5370.70932	5372.202810841806	3.508	Th	I	L
18607.4337	5372.702205	5374.1962278226465	3.288	Th	I	L
18598.2594	5375.352518	5376.847254856549	3.511	Th	II	L
18596.8198	5375.768622	5377.263482436927	2.902	Th	II	L
18595.5696	5376.13005	5377.625001602532	2.783	Th	III	L
18586.2175	5378.835215	5380.330882278764	3.607	Th	I	L
18585.2673	5379.110219	5380.605959861551	4.046	Th	I	L
18572.0887	5382.927239	5384.4239931936145	3.346	Th	II	L
18568.2661	5384.035411	5385.532470368895	3.288	Th	II	L
18559.3888	5386.610713	5388.108470468596	4.18	Th	I	L
18554.4275	5388.051083	5389.549205977926	3.135	Th	I	L
18544.0158	5391.076288	5392.575215558218	2.596	Th	II	L
18538.8697	5392.572787	5394.072110016503	3.427	Th	II	L
18535.3383	5393.600197	5395.099802413642	2.593	Ar	II	L
18531.3493	5394.761204	5396.261134638479	4.186	Th	I	L
18526.7155	5396.110525	5397.6108177404685	2.381	Th	I	L
18521.8893	5397.516616	5399.017259000679	2.979	Ar	II	L
18519.5248	5398.205732	5399.706584263977	2.761	Th	I	L
18517.8221	5398.702101	5400.203083277272	3.72	Th	I	L
18514.6669	5399.622162	5401.123365605891	2.836	Th	I	L
18512.8703	5400.146164	5401.6475230207825	2.829	Th	I	L
18504.4447	5402.60504	5404.107046778875	3.037	Ar	II	L
18502.4096	5403.199272	5404.701450345149	2.985	Th	I	L
18495.5328	5405.208258	5406.710965363484	2.056	Th	II	L
18490.243	5406.754625	5408.257749776463	2.533	Th	I	L
18488.229	5407.34361	5408.846893880425	3.18	Ar	II	L
18487.1712	5407.653006	5409.156377585771	4.055	Th	I	L
18476.5268	5410.768418	5412.272613920058	4.073	Th	I	L
18470.7988	5412.44637	5413.951019811877	2.209	Ar	II	L
18431.4296	5424.007403	5425.51512119277	3.832	Th	I	L
18425.7551	5425.677824	5427.1859935878565	3.594	Th	II	L
18423.2803	5426.406673	5427.915027705463	3.14	Th	I	L
18414.124	5429.104937	5430.61402214952	2.508	Th	I	L
18407.3205	5431.111593	5432.62122262716	4.07	Th	I	L
18399.9348	5433.291671	5434.8018667979195	2.615	Th	II	L
18397.0228	5434.151676	5435.6621224603805	3.648	Th	I	L
18393.7328	5435.123689	5436.634373638394	2.684	Th	II	L
18389.0754	5436.500247	5438.0113096931445	2.236	Th	II	L
18386.0719	5437.388347	5438.899648815145	2.964	Th	II	L
18375.2146	5440.601143	5442.113312788195	3.329	Th	I	L
18356.922	5446.022761	5447.536357130025	1.785	Th	II	L
18349.3423	5448.272401	5449.786611697794	2.312	Th	I	L
18345.2769	5449.47979	5450.99431014857	3.102	Th	II	L
18337.9671	5451.65205	5453.167161587938	3.572	Ar	I	L
18336.0614	5452.21866	5453.733919106532	4.043	Th	I	L
18329.0449	5454.305823	5455.821650586932	2.97	Ar	II	L
18313.3874	5458.969195	5460.48624516074	2.358	Th	III	L
18302.0946	5462.337536	5463.855486792206	2.523	Th	I	L
18301.1724	5462.612784	5464.130811641336	2.757	Th	II	L
18298.8089	5463.318337	5464.83656649368	2.35	Th	I	L
18297.3043	5463.767589	5465.285943787905	2.26	Th	I	L
18295.8394	5464.205069	5465.723534936582	3.95	Th	I	L
18273.9222	5470.758744	5472.2789615466345	3.666	Th	I	L
18271.8196	5471.388309	5472.908675171027	1.751	Th	II	L
18251.2539	5477.553591	5479.075604772558	2.322	Th	I	L
18246.1883	5479.074296	5480.59673372986	3.138	Th	I	L
18244.1581	5479.684032	5481.206611556387	1.62	Th	II	L
18238.1802	5481.480095	5483.003178135064	1.988	Th	II	L
18226.5196	5484.986993	5486.510984796022	2.124	Th	I	L
18218.1431	5487.508931	5489.033621653789	1.941	Th	I	L
18201.1114	5492.643935	5494.169987883267	3.993	Th	I	L
18199.2544	5493.204396	5494.73059731502	3.483	Th	I	L
18195.5214	5494.331392	5495.857898306777	3.561	Th	I	L
18190.4107	5495.875079	5497.401991039158	3.789	Ar	I	L
18189.5418	5496.137602	5497.664597576614	3.898	Th	I	L
18177.9327	5499.647681	5501.175609479509	3.378	Th	I	L
18172.5359	5501.280955	5502.8093244817865	3.151	Th	I	L
18170.3434	5501.944769	5503.473313553336	2.888	Th	II	L
18162.5634	5504.30159	5505.83074633617	4.017	Th	I	L
18153.929	5506.919563	5508.449438135403	2.717	Th	I	L
18151.888	5507.538772	5509.068808710146	3.404	Th	I	L
18148.5276	5508.558582	5510.088873545862	3.167	Th	I	L
18143.8027	5509.993104	5511.5237777580105	4.099	Th	I	L
18134.8892	5512.701347	5514.232753073561	2.017	Th	I	L
18129.3821	5514.375946	5515.907792577223	2.491	Ar	II	L
18127.7477	5514.873106	5516.405107513715	4.028	Th	I	L
18114.228	5518.989225	5520.522320907079	3.178	Th	I	L
18105.1612	5521.75308	5523.286917765748	2.861	Th	I	L
18097.0788	5524.219219	5525.753692358349	2.455	Th	II	L
18094.6639	5524.956476	5526.491155218418	3.034	Ar	I	L
18087.0099	5527.294542	5528.829837152905	3.119	Th	I	L
18081.1123	5529.09742	5530.633201144378	2.545	Th	I	L
18077.9143	5530.075524	5531.611575346388	2.495	Th	I	L
18075.8835	5530.69684	5532.233044099891	2.667	Th	II	L
18058.6629	5535.970908	5537.508538353634	2.923	Th	I	L
18053.4942	5537.555881	5539.093922327789	3.278	Th	I	L
18047.9343	5539.2618	5540.800311978086	4.455	Th	I	L
18045.8206	5539.910639	5541.449303779514	3.836	Th	II	L
18040.3758	5541.582669	5543.121779092872	3.154	Th	I	L
18039.2261	5541.93583	5543.475060717821	2.635	Th	I	L
18037.4764	5542.473429	5544.0127977104385	1.707	Th	I	L
18036.1188	5542.890641	5544.430102112657	3.793	Th	I	L
18029.0937	5545.050449	5546.590508872889	2.657	Ar	II	L
18026.6359	5545.806496	5547.346745933887	2.617	Th	I	L
18025.6145	5546.12073	5547.661079737392	2.845	Th	II	L
18022.3196	5547.134707	5548.675321460841	2.569	Th	I	L
18018.9372	5548.176013	5549.716883413079	4.181	Th	I	L
17995.0815	5555.531191	5557.074026033169	2.918	Th	I	L
17993.0823	5556.148467	5557.69146901529	2.798	Th	II	L
17990.178	5557.045427	5558.588692118555	4.11	Th	I	L
17987.3425	5557.921444	5559.46494041574	2.545	Th	I	L
17980.9705	5559.891048	5561.435073818735	4.019	Th	I	L
17945.3521	5570.926601	5572.473554308249	3.117	Th	I	L
17941.5933	5572.093722	5573.6409987623565	2.441	Th	I	L
17928.3679	5576.204181	5577.752562741643	3.877	Th	I	L
17918.2352	5579.357544	5580.906762514202	4.197	Th	I	L
17915.9246	5580.077108	5581.626526827424	3.288	Th	I	L
17914.9119	5580.392565	5581.942046837529	2.334	Th	I	L
17913.7482	5580.755059	5582.3046569338285	2.954	Th	I	L
17908.5757	5582.366961	5583.916983414822	2.881	Th	I	L
17904.1	5583.76248	5585.312861299926	3.176	Th	II	L
17873.6701	5593.268918	5594.821849151172	2.386	Th	II	L
17867.9344	5595.064394	5596.617816103019	4.265	Th	I	L
17860.2339	5597.476746	5599.030816724075	2.967	Ar	I	L
17853.2864	5599.655001	5601.209646197128	3.347	Th	I	L
17847.0776	5601.603067	5603.158244798577	4.274	Th	I	L
17843.8143	5602.627505	5604.182957676264	2.587	Th	I	L
17837.8044	5604.515166	5606.071114895732	3.902	Th	II	L
17831.8519	5606.386056	5607.942493062092	3.492	Th	I	L
17818.2033	5610.680538	5612.23813177617	3.874	Th	I	L
17813.7993	5612.067646	5613.62561213991	3.953	Th	I	L
17812.0571	5612.616566	5614.174681710401	2.824	Th	I	L
17785.7396	5620.92162	5622.481957399174	2.262	Ar	I	L
17770.701	5625.678431	5627.240028404057	2.632	Ar	II	L
17769.501	5626.058349	5627.620044029373	2.309	Th	II	L
17756.1262	5630.296222	5631.859048174596	2.969	Th	I	L
17753.4162	5631.155668	5632.718732747335	2.218	Ar	II	L
17746.6748	5633.294805	5634.858424294786	3.44	Th	I	L
17726.3748	5639.746033	5641.311386465776	4.307	Th	II	L
17715.8083	5643.109871	5644.676116753871	2.185	Th	I	L
17705.3186	5646.453195	5648.020363779277	2.985	Th	I	L
17701.3901	5647.70634	5649.27383866875	2.705	Th	I	L
17698.3172	5648.686951	5650.254703311566	2.986	Ar	I	L
17697.3648	5648.990954	5650.558776976785	3.938	Th	I	L
17691.9963	5650.70512	5652.27339551275	3.71	Ar	I	L
17677.0276	5655.490096	5657.059674444362	2.316	Th	I	L
17671.7412	5657.181915	5658.751951392316	2.315	Th	II	L
17669.4197	5657.925206	5659.495427571966	3.753	Th	I	L
17653.4558	5663.041672	5664.613270790867	3.422	Th	I	L
17648.5344	5664.620855	5666.192882282621	3.275	Th	I	L
17646.794	5665.179556	5666.751705720597	4.124	Th	I	L
17645.3963	5665.628288	5667.200571743464	3.392	Th	II	L
17642.9334	5666.419209	5667.9916957573505	2.468	Th	I	L
17640.7268	5667.127984	5668.700679611455	3.61	Th	I	L
17619.8706	5673.836093	5675.410578781436	3.142	Th	I	L
17609.8878	5677.052542	5678.627889951689	3.929	Th	I	L
17584.6743	5685.192577	5686.770098437365	3.619	Th	I	L
17579.469	5686.875995	5688.45395728392	2.515	Th	I	L
17578.0087	5687.348449	5688.926527838163	2.636	Th	I	L
17567.6777	5690.693022	5692.272007016613	2.495	Th	I	L
17550.1071	5696.390416	5697.970925772868	2.754	Th	I	L
17544.2425	5698.294609	5699.875614464403	3.265	Th	I	L
17537.581	5700.459069	5702.040663418747	3.177	Th	II	L
17530.8387	5702.651464	5704.233648558982	3.068	Th	I	L
17525.5368	5704.376668	5705.959317605609	2.14	Ar	II	L
17517.1644	5707.103137	5708.686504078251	4.119	Th	II	L
17502.1578	5711.996529	5713.581213397584	2.448	Th	I	L
17490.7442	5715.72393	5717.309615676616	2.672	Th	I	L
17486.3178	5717.170806	5718.756867154731	3.203	Th	I	L
17485.238	5717.523879	5719.110028699638	2.315	Th	I	L
17480.4275	5719.097307	5720.683890597069	2.264	Th	I	L
17473.3193	5721.423878	5723.011082387764	2.67	Th	I	L
